Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCU41,OUT017,2275.220073262024
NCK31,OUT017,2275.220073262024
FDZ46,OUT045,2275.220073262024
FDU13,OUT027,3694.0385576470608
NCF19,OUT045,2275.220073262024
NCJ43,OUT013,2336.595654782092
NCJ05,OUT045,2275.220073262024
FDS04,OUT027,3694.0385576470608
FDX28,OUT010,309.9057792773781
FDB41,OUT027,3694.0385576470608
FDG53,OUT046,2336.595654782092
FDL15,OUT010,309.9057792773781
FDQ08,OUT049,2336.595654782092
DRN36,OUT013,2336.595654782092
FDI46,OUT013,2336.595654782092
FDG16,OUT027,3694.0385576470608
FDV32,OUT013,2336.595654782092
FDF44,OUT010,309.9057792773781
FDK04,OUT018,1995.4987392241385
NCA41,OUT013,2336.595654782092
FDD51,OUT017,2275.220073262024
NCZ53,OUT045,2275.220073262024
FDP01,OUT027,3694.0385576470608
FDY25,OUT049,2336.595654782092
FDB17,OUT018,1995.4987392241385
NCV54,OUT018,1995.4987392241385
FDJ32,OUT017,2275.220073262024
FDA37,OUT049,2336.595654782092
FDG35,OUT035,2336.595654782092
NCM05,OUT018,1995.4987392241385
FDG45,OUT046,2336.595654782092
FDH28,OUT013,2336.595654782092
NCE18,OUT049,2336.595654782092
FDH38,OUT045,2275.220073262024
FDR56,OUT013,2336.595654782092
FDH17,OUT027,3694.0385576470608
FDD39,OUT049,2336.595654782092
FDB41,OUT049,2336.595654782092
NCR53,OUT046,2336.595654782092
FDX46,OUT017,2275.220073262024
FDV28,OUT049,2336.595654782092
FDA08,OUT018,1995.4987392241385
FDH45,OUT017,2275.220073262024
NCS38,OUT010,309.9057792773781
FDD40,OUT010,309.9057792773781
DRM59,OUT035,2336.595654782092
NCJ43,OUT018,1995.4987392241385
NCN29,OUT013,2336.595654782092
NCC19,OUT045,2275.220073262024
FDR56,OUT035,2336.595654782092
FDZ43,OUT049,2336.595654782092
FDJ32,OUT010,309.9057792773781
DRH03,OUT017,2275.220073262024
NCZ54,OUT035,2336.595654782092
FDE26,OUT017,2275.220073262024
FDS03,OUT045,2275.220073262024
DRZ24,OUT019,371.28136079744604
FDO48,OUT027,3694.0385576470608
FDW39,OUT049,2336.595654782092
NCK05,OUT049,2336.595654782092
NCK30,OUT017,2275.220073262024
FDT27,OUT018,1995.4987392241385
FDS08,OUT019,371.28136079744604
NCJ19,OUT049,2336.595654782092
FDC58,OUT045,2275.220073262024
DRE37,OUT013,2336.595654782092
FDW02,OUT035,2336.595654782092
FDJ02,OUT010,309.9057792773781
FDX09,OUT045,2275.220073262024
FDT31,OUT010,309.9057792773781
FDI24,OUT049,2336.595654782092
FDY09,OUT045,2275.220073262024
FDV28,OUT045,2275.220073262024
DRM47,OUT049,2336.595654782092
FDT52,OUT019,371.28136079744604
FDI48,OUT018,1995.4987392241385
FDY55,OUT017,2275.220073262024
FDU48,OUT013,2336.595654782092
FDN25,OUT045,2275.220073262024
FDP20,OUT049,2336.595654782092
FDJ15,OUT013,2336.595654782092
FDD04,OUT018,1995.4987392241385
FDY58,OUT045,2275.220073262024
FDR37,OUT018,1995.4987392241385
FDF44,OUT013,2336.595654782092
FDD32,OUT045,2275.220073262024
FDR57,OUT017,2275.220073262024
DRG39,OUT027,3694.0385576470608
FDX15,OUT017,2275.220073262024
DRN37,OUT045,2275.220073262024
FDW40,OUT027,3694.0385576470608
FDB32,OUT049,2336.595654782092
FDM40,OUT018,1995.4987392241385
FDE39,OUT027,3694.0385576470608
DRH49,OUT017,2275.220073262024
FDT46,OUT049,2336.595654782092
NCF06,OUT035,2336.595654782092
FDP07,OUT017,2275.220073262024
FDC04,OUT013,2336.595654782092
FDZ32,OUT017,2275.220073262024
FDD50,OUT045,2275.220073262024
FDU56,OUT017,2275.220073262024
FDV34,OUT017,2275.220073262024
NCY41,OUT013,2336.595654782092
NCK18,OUT046,2336.595654782092
DRH25,OUT049,2336.595654782092
FDT57,OUT046,2336.595654782092
FDV56,OUT018,1995.4987392241385
FDV12,OUT045,2275.220073262024
FDN52,OUT017,2275.220073262024
FDX38,OUT035,2336.595654782092
FDE47,OUT018,1995.4987392241385
NCO07,OUT013,2336.595654782092
FDV09,OUT027,3694.0385576470608
FDZ23,OUT019,371.28136079744604
DRH51,OUT018,1995.4987392241385
NCY54,OUT045,2275.220073262024
DRG49,OUT013,2336.595654782092
NCC19,OUT049,2336.595654782092
NCV53,OUT045,2275.220073262024
FDZ47,OUT019,371.28136079744604
NCO26,OUT018,1995.4987392241385
NCP02,OUT045,2275.220073262024
NCW30,OUT018,1995.4987392241385
NCN55,OUT046,2336.595654782092
FDB20,OUT010,309.9057792773781
DRL11,OUT013,2336.595654782092
DRD60,OUT045,2275.220073262024
FDW14,OUT010,309.9057792773781
FDL27,OUT010,309.9057792773781
FDU09,OUT018,1995.4987392241385
DRH36,OUT027,3694.0385576470608
FDP34,OUT027,3694.0385576470608
FDE04,OUT017,2275.220073262024
FDZ57,OUT027,3694.0385576470608
FDF02,OUT010,309.9057792773781
FDG28,OUT045,2275.220073262024
NCI31,OUT046,2336.595654782092
FDT43,OUT013,2336.595654782092
FDU20,OUT046,2336.595654782092
FDD53,OUT013,2336.595654782092
FDW15,OUT045,2275.220073262024
NCT53,OUT045,2275.220073262024
NCG55,OUT027,3694.0385576470608
FDD48,OUT035,2336.595654782092
FDG47,OUT049,2336.595654782092
FDI21,OUT017,2275.220073262024
FDT27,OUT017,2275.220073262024
DRO35,OUT013,2336.595654782092
FDD33,OUT017,2275.220073262024
FDC04,OUT035,2336.595654782092
FDY34,OUT013,2336.595654782092
DRJ49,OUT049,2336.595654782092
FDE05,OUT049,2336.595654782092
FDU31,OUT017,2275.220073262024
NCN19,OUT027,3694.0385576470608
FDK56,OUT027,3694.0385576470608
FDK58,OUT017,2275.220073262024
NCJ42,OUT035,2336.595654782092
FDZ34,OUT027,3694.0385576470608
FDA52,OUT018,1995.4987392241385
NCR29,OUT013,2336.595654782092
FDT48,OUT035,2336.595654782092
DRJ51,OUT019,371.28136079744604
NCS54,OUT046,2336.595654782092
FDV01,OUT035,2336.595654782092
DRG51,OUT027,3694.0385576470608
NCG42,OUT013,2336.595654782092
FDA51,OUT049,2336.595654782092
FDV19,OUT010,309.9057792773781
NCT18,OUT045,2275.220073262024
NCS41,OUT045,2275.220073262024
FDO03,OUT046,2336.595654782092
FDL12,OUT010,309.9057792773781
FDY37,OUT010,309.9057792773781
FDI58,OUT049,2336.595654782092
FDT28,OUT018,1995.4987392241385
NCC42,OUT010,309.9057792773781
FDO01,OUT017,2275.220073262024
FDJ02,OUT013,2336.595654782092
FDQ04,OUT018,1995.4987392241385
DRL47,OUT013,2336.595654782092
FDZ32,OUT035,2336.595654782092
FDC35,OUT035,2336.595654782092
FDX14,OUT045,2275.220073262024
FDZ35,OUT013,2336.595654782092
FDL14,OUT013,2336.595654782092
FDO04,OUT049,2336.595654782092
DRK11,OUT017,2275.220073262024
FDB44,OUT018,1995.4987392241385
FDZ50,OUT049,2336.595654782092
FDI12,OUT027,3694.0385576470608
FDU43,OUT017,2275.220073262024
FDD58,OUT010,309.9057792773781
FDB27,OUT017,2275.220073262024
FDB04,OUT018,1995.4987392241385
NCO17,OUT013,2336.595654782092
FDL12,OUT017,2275.220073262024
DRJ13,OUT049,2336.595654782092
FDD57,OUT045,2275.220073262024
FDW19,OUT035,2336.595654782092
DRD27,OUT018,1995.4987392241385
FDH27,OUT027,3694.0385576470608
NCW30,OUT027,3694.0385576470608
FDR40,OUT018,1995.4987392241385
FDG05,OUT013,2336.595654782092
NCY41,OUT019,371.28136079744604
FDI38,OUT018,1995.4987392241385
FDR20,OUT046,2336.595654782092
FDE09,OUT017,2275.220073262024
FDN50,OUT019,371.28136079744604
DRF27,OUT045,2275.220073262024
DRF51,OUT013,2336.595654782092
NCO02,OUT019,371.28136079744604
FDB51,OUT027,3694.0385576470608
FDJ50,OUT013,2336.595654782092
FDN52,OUT013,2336.595654782092
FDX14,OUT013,2336.595654782092
FDT27,OUT019,371.28136079744604
FDV10,OUT013,2336.595654782092
FDU33,OUT046,2336.595654782092
FDU58,OUT046,2336.595654782092
NCP42,OUT027,3694.0385576470608
FDL51,OUT027,3694.0385576470608
DRH15,OUT027,3694.0385576470608
FDU16,OUT017,2275.220073262024
FDW15,OUT017,2275.220073262024
FDQ44,OUT045,2275.220073262024
NCI06,OUT027,3694.0385576470608
DRK23,OUT019,371.28136079744604
FDC28,OUT035,2336.595654782092
NCY17,OUT019,371.28136079744604
NCV05,OUT018,1995.4987392241385
FDM34,OUT019,371.28136079744604
DRD60,OUT027,3694.0385576470608
FDT38,OUT046,2336.595654782092
FDQ57,OUT018,1995.4987392241385
FDE59,OUT027,3694.0385576470608
NCM43,OUT046,2336.595654782092
DRI51,OUT049,2336.595654782092
NCG30,OUT017,2275.220073262024
NCK54,OUT035,2336.595654782092
FDQ16,OUT019,371.28136079744604
FDI36,OUT013,2336.595654782092
FDX16,OUT027,3694.0385576470608
FDA34,OUT046,2336.595654782092
FDJ48,OUT018,1995.4987392241385
FDU47,OUT035,2336.595654782092
FDS39,OUT046,2336.595654782092
FDD11,OUT046,2336.595654782092
FDM16,OUT027,3694.0385576470608
FDU56,OUT018,1995.4987392241385
FDQ32,OUT017,2275.220073262024
DRK35,OUT013,2336.595654782092
FDA58,OUT049,2336.595654782092
DRG48,OUT019,371.28136079744604
FDT59,OUT010,309.9057792773781
FDQ31,OUT019,371.28136079744604
FDS51,OUT018,1995.4987392241385
FDW32,OUT027,3694.0385576470608
FDI15,OUT027,3694.0385576470608
NCV30,OUT017,2275.220073262024
DRG25,OUT049,2336.595654782092
FDT02,OUT013,2336.595654782092
FDO33,OUT027,3694.0385576470608
FDP38,OUT035,2336.595654782092
FDZ45,OUT035,2336.595654782092
NCA54,OUT027,3694.0385576470608
FDU33,OUT017,2275.220073262024
FDN58,OUT017,2275.220073262024
FDI05,OUT045,2275.220073262024
FDM57,OUT019,371.28136079744604
NCS42,OUT027,3694.0385576470608
FDB57,OUT045,2275.220073262024
FDC03,OUT045,2275.220073262024
FDZ58,OUT013,2336.595654782092
NCK29,OUT045,2275.220073262024
NCR53,OUT045,2275.220073262024
FDE26,OUT027,3694.0385576470608
FDU52,OUT049,2336.595654782092
FDE41,OUT027,3694.0385576470608
FDU38,OUT018,1995.4987392241385
FDA52,OUT017,2275.220073262024
FDW46,OUT046,2336.595654782092
DRI59,OUT035,2336.595654782092
FDT38,OUT035,2336.595654782092
FDL33,OUT018,1995.4987392241385
FDQ01,OUT027,3694.0385576470608
FDJ08,OUT046,2336.595654782092
FDQ47,OUT049,2336.595654782092
NCZ18,OUT013,2336.595654782092
FDE29,OUT017,2275.220073262024
FDF10,OUT027,3694.0385576470608
FDC48,OUT049,2336.595654782092
FDY58,OUT013,2336.595654782092
NCX30,OUT010,309.9057792773781
FDV11,OUT013,2336.595654782092
FDT46,OUT046,2336.595654782092
DRD01,OUT019,371.28136079744604
FDQ11,OUT013,2336.595654782092
NCM41,OUT017,2275.220073262024
NCC55,OUT013,2336.595654782092
FDG45,OUT027,3694.0385576470608
NCQ54,OUT049,2336.595654782092
FDM34,OUT045,2275.220073262024
FDD17,OUT019,371.28136079744604
FDN38,OUT027,3694.0385576470608
FDB53,OUT018,1995.4987392241385
NCL06,OUT035,2336.595654782092
NCV18,OUT019,371.28136079744604
FDX25,OUT013,2336.595654782092
FDB39,OUT046,2336.595654782092
FDC33,OUT049,2336.595654782092
NCO14,OUT018,1995.4987392241385
FDA58,OUT027,3694.0385576470608
NCQ02,OUT017,2275.220073262024
NCR53,OUT017,2275.220073262024
FDN52,OUT046,2336.595654782092
FDG26,OUT046,2336.595654782092
FDE23,OUT027,3694.0385576470608
DRI37,OUT013,2336.595654782092
DRH37,OUT018,1995.4987392241385
FDO01,OUT035,2336.595654782092
FDK45,OUT049,2336.595654782092
FDP23,OUT049,2336.595654782092
FDM33,OUT035,2336.595654782092
FDD36,OUT017,2275.220073262024
FDL56,OUT017,2275.220073262024
FDT27,OUT010,309.9057792773781
FDG52,OUT017,2275.220073262024
NCL42,OUT035,2336.595654782092
DRJ24,OUT046,2336.595654782092
FDV38,OUT046,2336.595654782092
FDT35,OUT045,2275.220073262024
FDY51,OUT045,2275.220073262024
FDC37,OUT017,2275.220073262024
NCP43,OUT013,2336.595654782092
FDO33,OUT045,2275.220073262024
FDW04,OUT018,1995.4987392241385
NCC31,OUT046,2336.595654782092
FDK22,OUT049,2336.595654782092
FDJ50,OUT017,2275.220073262024
FDV13,OUT017,2275.220073262024
DRL60,OUT017,2275.220073262024
FDW03,OUT017,2275.220073262024
FDY27,OUT035,2336.595654782092
FDB39,OUT027,3694.0385576470608
FDU59,OUT045,2275.220073262024
FDZ57,OUT049,2336.595654782092
FDO21,OUT049,2336.595654782092
FDS43,OUT018,1995.4987392241385
FDU28,OUT010,309.9057792773781
FDC51,OUT010,309.9057792773781
FDW16,OUT010,309.9057792773781
FDP32,OUT010,309.9057792773781
FDB60,OUT019,371.28136079744604
NCQ30,OUT046,2336.595654782092
FDD26,OUT049,2336.595654782092
FDI44,OUT045,2275.220073262024
DRH23,OUT046,2336.595654782092
FDO44,OUT046,2336.595654782092
FDG04,OUT046,2336.595654782092
FDM32,OUT027,3694.0385576470608
FDM09,OUT013,2336.595654782092
FDZ47,OUT013,2336.595654782092
FDM40,OUT027,3694.0385576470608
FDY48,OUT017,2275.220073262024
NCM30,OUT045,2275.220073262024
FDX36,OUT010,309.9057792773781
DRF03,OUT017,2275.220073262024
FDN51,OUT049,2336.595654782092
FDM57,OUT049,2336.595654782092
FDB35,OUT049,2336.595654782092
FDY13,OUT027,3694.0385576470608
FDA37,OUT017,2275.220073262024
NCX53,OUT017,2275.220073262024
FDD59,OUT018,1995.4987392241385
FDX10,OUT019,371.28136079744604
FDC03,OUT018,1995.4987392241385
FDW43,OUT035,2336.595654782092
FDW10,OUT046,2336.595654782092
FDY14,OUT027,3694.0385576470608
FDV43,OUT045,2275.220073262024
FDO40,OUT013,2336.595654782092
FDP46,OUT027,3694.0385576470608
NCE43,OUT019,371.28136079744604
FDD05,OUT035,2336.595654782092
FDJ60,OUT010,309.9057792773781
DRE27,OUT018,1995.4987392241385
FDO11,OUT035,2336.595654782092
DRG11,OUT027,3694.0385576470608
FDK33,OUT010,309.9057792773781
DRM23,OUT045,2275.220073262024
FDJ02,OUT027,3694.0385576470608
NCZ05,OUT045,2275.220073262024
NCL30,OUT013,2336.595654782092
FDZ19,OUT018,1995.4987392241385
FDM45,OUT049,2336.595654782092
FDO36,OUT046,2336.595654782092
NCK31,OUT045,2275.220073262024
DRJ37,OUT045,2275.220073262024
FDP24,OUT018,1995.4987392241385
FDF46,OUT013,2336.595654782092
FDX46,OUT019,371.28136079744604
NCL18,OUT045,2275.220073262024
FDJ26,OUT013,2336.595654782092
FDJ07,OUT045,2275.220073262024
FDY15,OUT013,2336.595654782092
DRG01,OUT045,2275.220073262024
FDF58,OUT045,2275.220073262024
FDZ14,OUT019,371.28136079744604
FDP31,OUT049,2336.595654782092
FDH45,OUT013,2336.595654782092
FDA09,OUT010,309.9057792773781
FDW31,OUT035,2336.595654782092
FDA57,OUT046,2336.595654782092
NCE55,OUT035,2336.595654782092
FDC17,OUT019,371.28136079744604
FDC59,OUT013,2336.595654782092
FDA22,OUT013,2336.595654782092
FDK52,OUT035,2336.595654782092
NCM26,OUT046,2336.595654782092
NCT53,OUT035,2336.595654782092
FDW45,OUT018,1995.4987392241385
NCI18,OUT035,2336.595654782092
FDE38,OUT018,1995.4987392241385
FDF08,OUT019,371.28136079744604
FDY58,OUT010,309.9057792773781
FDF58,OUT019,371.28136079744604
FDX39,OUT017,2275.220073262024
FDB44,OUT049,2336.595654782092
FDF28,OUT013,2336.595654782092
FDE39,OUT013,2336.595654782092
FDT37,OUT018,1995.4987392241385
FDZ45,OUT017,2275.220073262024
FDO40,OUT035,2336.595654782092
FDM57,OUT027,3694.0385576470608
DRG36,OUT017,2275.220073262024
FDY36,OUT010,309.9057792773781
DRL60,OUT027,3694.0385576470608
FDS25,OUT019,371.28136079744604
DRF49,OUT027,3694.0385576470608
FDP16,OUT045,2275.220073262024
FDS60,OUT049,2336.595654782092
FDU15,OUT027,3694.0385576470608
FDK43,OUT046,2336.595654782092
FDN25,OUT046,2336.595654782092
FDE53,OUT049,2336.595654782092
FDB22,OUT013,2336.595654782092
FDE39,OUT017,2275.220073262024
FDX35,OUT035,2336.595654782092
NCG54,OUT049,2336.595654782092
FDH27,OUT035,2336.595654782092
NCK42,OUT013,2336.595654782092
FDS25,OUT049,2336.595654782092
FDI10,OUT018,1995.4987392241385
FDU35,OUT035,2336.595654782092
FDI04,OUT017,2275.220073262024
DRK23,OUT035,2336.595654782092
FDB53,OUT019,371.28136079744604
FDY02,OUT049,2336.595654782092
FDM60,OUT035,2336.595654782092
NCJ31,OUT010,309.9057792773781
DRP35,OUT017,2275.220073262024
NCQ30,OUT018,1995.4987392241385
DRL11,OUT010,309.9057792773781
FDU01,OUT013,2336.595654782092
FDR39,OUT035,2336.595654782092
FDO08,OUT046,2336.595654782092
FDC02,OUT045,2275.220073262024
NCZ29,OUT035,2336.595654782092
FDF29,OUT010,309.9057792773781
FDZ23,OUT017,2275.220073262024
NCU53,OUT018,1995.4987392241385
NCW30,OUT013,2336.595654782092
NCM26,OUT027,3694.0385576470608
FDV50,OUT027,3694.0385576470608
FDW15,OUT049,2336.595654782092
FDI35,OUT027,3694.0385576470608
FDO11,OUT017,2275.220073262024
FDN48,OUT046,2336.595654782092
NCA17,OUT049,2336.595654782092
NCN54,OUT013,2336.595654782092
FDP22,OUT013,2336.595654782092
NCB54,OUT035,2336.595654782092
FDD08,OUT045,2275.220073262024
DRM48,OUT010,309.9057792773781
FDG41,OUT027,3694.0385576470608
FDE44,OUT027,3694.0385576470608
FDE26,OUT035,2336.595654782092
NCS38,OUT013,2336.595654782092
NCJ54,OUT018,1995.4987392241385
FDI40,OUT019,371.28136079744604
FDN45,OUT018,1995.4987392241385
FDU43,OUT046,2336.595654782092
FDI04,OUT010,309.9057792773781
NCC07,OUT018,1995.4987392241385
NCC07,OUT019,371.28136079744604
NCD18,OUT045,2275.220073262024
FDU55,OUT035,2336.595654782092
FDX59,OUT035,2336.595654782092
FDR52,OUT049,2336.595654782092
NCP17,OUT013,2336.595654782092
FDQ32,OUT045,2275.220073262024
NCT17,OUT049,2336.595654782092
FDO10,OUT049,2336.595654782092
FDE32,OUT049,2336.595654782092
FDN44,OUT045,2275.220073262024
FDH02,OUT035,2336.595654782092
FDK60,OUT013,2336.595654782092
FDS24,OUT019,371.28136079744604
FDL03,OUT010,309.9057792773781
FDB46,OUT027,3694.0385576470608
FDO48,OUT049,2336.595654782092
FDZ39,OUT049,2336.595654782092
FDT02,OUT027,3694.0385576470608
FDC50,OUT013,2336.595654782092
FDP39,OUT035,2336.595654782092
DRG15,OUT018,1995.4987392241385
FDP10,OUT018,1995.4987392241385
FDF53,OUT027,3694.0385576470608
FDN34,OUT045,2275.220073262024
FDK02,OUT045,2275.220073262024
FDC23,OUT045,2275.220073262024
FDJ10,OUT019,371.28136079744604
FDE53,OUT035,2336.595654782092
FDR25,OUT035,2336.595654782092
FDW50,OUT046,2336.595654782092
FDS09,OUT049,2336.595654782092
FDW49,OUT010,309.9057792773781
FDU51,OUT046,2336.595654782092
FDF28,OUT018,1995.4987392241385
NCY30,OUT018,1995.4987392241385
FDD44,OUT045,2275.220073262024
FDX09,OUT017,2275.220073262024
NCF30,OUT013,2336.595654782092
FDZ50,OUT019,371.28136079744604
FDW37,OUT013,2336.595654782092
FDD11,OUT049,2336.595654782092
DRH39,OUT018,1995.4987392241385
FDA36,OUT049,2336.595654782092
NCG43,OUT049,2336.595654782092
FDF02,OUT035,2336.595654782092
FDP57,OUT027,3694.0385576470608
NCE42,OUT017,2275.220073262024
NCR38,OUT027,3694.0385576470608
FDP03,OUT019,371.28136079744604
FDO51,OUT035,2336.595654782092
NCQ42,OUT046,2336.595654782092
NCM41,OUT046,2336.595654782092
FDH48,OUT027,3694.0385576470608
DRF60,OUT046,2336.595654782092
FDJ27,OUT035,2336.595654782092
FDQ14,OUT013,2336.595654782092
FDN27,OUT017,2275.220073262024
NCQ02,OUT046,2336.595654782092
FDJ33,OUT049,2336.595654782092
FDP07,OUT027,3694.0385576470608
DRE01,OUT049,2336.595654782092
FDU36,OUT045,2275.220073262024
FDL28,OUT017,2275.220073262024
NCX53,OUT046,2336.595654782092
FDZ39,OUT013,2336.595654782092
NCP42,OUT013,2336.595654782092
FDJ14,OUT035,2336.595654782092
FDK04,OUT049,2336.595654782092
NCC19,OUT017,2275.220073262024
FDS09,OUT018,1995.4987392241385
FDZ02,OUT046,2336.595654782092
FDD35,OUT018,1995.4987392241385
NCY42,OUT017,2275.220073262024
FDB05,OUT045,2275.220073262024
FDF20,OUT035,2336.595654782092
NCO41,OUT018,1995.4987392241385
FDC40,OUT027,3694.0385576470608
FDV58,OUT045,2275.220073262024
FDZ57,OUT045,2275.220073262024
DRM35,OUT046,2336.595654782092
DRN36,OUT018,1995.4987392241385
FDQ13,OUT046,2336.595654782092
DRO35,OUT010,309.9057792773781
NCD43,OUT035,2336.595654782092
FDA51,OUT018,1995.4987392241385
NCX17,OUT027,3694.0385576470608
NCZ17,OUT049,2336.595654782092
FDR11,OUT027,3694.0385576470608
FDW34,OUT049,2336.595654782092
FDN50,OUT017,2275.220073262024
FDS09,OUT046,2336.595654782092
FDS48,OUT018,1995.4987392241385
FDL44,OUT049,2336.595654782092
DRF48,OUT018,1995.4987392241385
FDA14,OUT018,1995.4987392241385
NCD30,OUT049,2336.595654782092
FDI16,OUT017,2275.220073262024
NCG06,OUT035,2336.595654782092
DRZ24,OUT035,2336.595654782092
NCS17,OUT045,2275.220073262024
FDB37,OUT045,2275.220073262024
FDE10,OUT035,2336.595654782092
FDC57,OUT045,2275.220073262024
FDM12,OUT018,1995.4987392241385
FDE24,OUT049,2336.595654782092
FDW22,OUT045,2275.220073262024
DRD01,OUT027,3694.0385576470608
NCZ18,OUT027,3694.0385576470608
FDN49,OUT045,2275.220073262024
FDR22,OUT035,2336.595654782092
FDV08,OUT019,371.28136079744604
FDY39,OUT046,2336.595654782092
FDV36,OUT049,2336.595654782092
FDO60,OUT045,2275.220073262024
FDU04,OUT027,3694.0385576470608
FDR20,OUT027,3694.0385576470608
FDW19,OUT019,371.28136079744604
FDU40,OUT049,2336.595654782092
FDK15,OUT045,2275.220073262024
DRF15,OUT035,2336.595654782092
FDQ25,OUT017,2275.220073262024
FDI48,OUT019,371.28136079744604
FDS49,OUT046,2336.595654782092
FDV22,OUT046,2336.595654782092
NCV42,OUT046,2336.595654782092
FDX26,OUT046,2336.595654782092
FDI33,OUT018,1995.4987392241385
FDZ14,OUT049,2336.595654782092
FDG10,OUT013,2336.595654782092
FDM38,OUT018,1995.4987392241385
FDG26,OUT027,3694.0385576470608
FDH46,OUT035,2336.595654782092
FDN13,OUT018,1995.4987392241385
FDU57,OUT035,2336.595654782092
NCI06,OUT046,2336.595654782092
FDM38,OUT045,2275.220073262024
NCG42,OUT010,309.9057792773781
FDL39,OUT045,2275.220073262024
FDT31,OUT019,371.28136079744604
FDV59,OUT013,2336.595654782092
FDB49,OUT035,2336.595654782092
FDD58,OUT049,2336.595654782092
DRN59,OUT046,2336.595654782092
FDX48,OUT049,2336.595654782092
FDQ11,OUT049,2336.595654782092
FDY12,OUT049,2336.595654782092
FDQ11,OUT045,2275.220073262024
DRI11,OUT017,2275.220073262024
FDY32,OUT027,3694.0385576470608
FDS51,OUT045,2275.220073262024
FDR19,OUT010,309.9057792773781
DRB13,OUT018,1995.4987392241385
FDS21,OUT035,2336.595654782092
FDQ40,OUT045,2275.220073262024
NCE55,OUT013,2336.595654782092
FDX43,OUT027,3694.0385576470608
FDS12,OUT049,2336.595654782092
DRK01,OUT027,3694.0385576470608
FDN25,OUT017,2275.220073262024
FDB60,OUT046,2336.595654782092
FDQ13,OUT017,2275.220073262024
DRK13,OUT045,2275.220073262024
DRF25,OUT018,1995.4987392241385
NCD42,OUT019,371.28136079744604
FDW25,OUT045,2275.220073262024
NCV29,OUT027,3694.0385576470608
NCK42,OUT035,2336.595654782092
DRJ13,OUT027,3694.0385576470608
DRD15,OUT017,2275.220073262024
FDM27,OUT045,2275.220073262024
FDZ50,OUT018,1995.4987392241385
FDC04,OUT046,2336.595654782092
FDF50,OUT049,2336.595654782092
FDP15,OUT045,2275.220073262024
FDK46,OUT035,2336.595654782092
FDZ56,OUT018,1995.4987392241385
FDY60,OUT049,2336.595654782092
FDB10,OUT035,2336.595654782092
FDR57,OUT045,2275.220073262024
FDU58,OUT049,2336.595654782092
FDH02,OUT046,2336.595654782092
FDP48,OUT013,2336.595654782092
FDI46,OUT035,2336.595654782092
FDW56,OUT013,2336.595654782092
NCM19,OUT010,309.9057792773781
FDS50,OUT027,3694.0385576470608
FDK24,OUT013,2336.595654782092
FDO36,OUT017,2275.220073262024
FDK45,OUT027,3694.0385576470608
NCL05,OUT045,2275.220073262024
FDL32,OUT018,1995.4987392241385
FDA28,OUT049,2336.595654782092
FDY36,OUT018,1995.4987392241385
FDP32,OUT018,1995.4987392241385
FDL50,OUT046,2336.595654782092
DRC24,OUT049,2336.595654782092
NCS18,OUT017,2275.220073262024
FDD16,OUT017,2275.220073262024
NCV18,OUT013,2336.595654782092
FDX07,OUT046,2336.595654782092
NCZ05,OUT027,3694.0385576470608
NCI31,OUT013,2336.595654782092
FDK14,OUT049,2336.595654782092
NCR06,OUT045,2275.220073262024
NCF54,OUT049,2336.595654782092
DRG23,OUT010,309.9057792773781
FDD53,OUT046,2336.595654782092
NCM31,OUT027,3694.0385576470608
FDT16,OUT017,2275.220073262024
FDR40,OUT035,2336.595654782092
DRG25,OUT017,2275.220073262024
FDT10,OUT035,2336.595654782092
FDY32,OUT013,2336.595654782092
FDN50,OUT035,2336.595654782092
FDZ35,OUT019,371.28136079744604
NCP54,OUT045,2275.220073262024
NCD07,OUT035,2336.595654782092
FDS02,OUT018,1995.4987392241385
DRN59,OUT018,1995.4987392241385
DRB24,OUT013,2336.595654782092
FDP37,OUT027,3694.0385576470608
DRB01,OUT018,1995.4987392241385
FDR47,OUT046,2336.595654782092
NCM31,OUT010,309.9057792773781
NCF06,OUT027,3694.0385576470608
NCV17,OUT027,3694.0385576470608
FDS10,OUT049,2336.595654782092
FDN52,OUT035,2336.595654782092
FDZ48,OUT013,2336.595654782092
FDJ48,OUT049,2336.595654782092
DRB13,OUT027,3694.0385576470608
FDV59,OUT017,2275.220073262024
FDL32,OUT035,2336.595654782092
FDZ12,OUT035,2336.595654782092
NCR06,OUT027,3694.0385576470608
FDP51,OUT017,2275.220073262024
FDY22,OUT013,2336.595654782092
FDZ38,OUT049,2336.595654782092
NCO54,OUT035,2336.595654782092
FDR23,OUT035,2336.595654782092
FDM38,OUT049,2336.595654782092
FDS25,OUT013,2336.595654782092
FDZ22,OUT013,2336.595654782092
FDZ20,OUT019,371.28136079744604
FDD45,OUT010,309.9057792773781
FDN03,OUT049,2336.595654782092
NCW30,OUT046,2336.595654782092
FDY24,OUT027,3694.0385576470608
FDJ26,OUT019,371.28136079744604
FDM15,OUT049,2336.595654782092
NCW54,OUT027,3694.0385576470608
FDA23,OUT045,2275.220073262024
FDA39,OUT019,371.28136079744604
FDZ12,OUT017,2275.220073262024
NCB42,OUT046,2336.595654782092
FDL16,OUT046,2336.595654782092
FDO24,OUT019,371.28136079744604
NCP42,OUT046,2336.595654782092
FDR19,OUT018,1995.4987392241385
DRL01,OUT045,2275.220073262024
FDV37,OUT046,2336.595654782092
FDI41,OUT010,309.9057792773781
FDF58,OUT049,2336.595654782092
